Origin [city=Cotati, mainRoad=US-101 S, crossRoad=GRAVENSTEIN HWY, node=300]
Origin [city=Crockett, mainRoad=I-80, crossRoad=SAN PABLO AVE, node=1257]
Origin [city=Crockett, mainRoad=I-80 E, crossRoad=SAN PABLO AVE, node=1257]
Origin [city=Crockett, mainRoad=I-80 W, crossRoad=SAN PABLO AVE, node=1257]
Origin [city=Crockett, mainRoad=SAN PABLO AVE, crossRoad=I-80 E, node=1257]
Origin [city=Crockett, mainRoad=SAN PABLO AVE, crossRoad=I-80 W, node=1257]
Origin [city=Cupertino, mainRoad=I-280 N, crossRoad=N DE ANZA BLVD, node=443]
Origin [city=Cupertino, mainRoad=I-280 S, crossRoad=N DE ANZA BLVD, node=443]
Origin [city=Cupertino, mainRoad=N DE ANZA BLVD, crossRoad=I-280, node=443]
Origin [city=Cupertino, mainRoad=N DE ANZA BLVD, crossRoad=I-280 N, node=443]
Origin [city=Cupertino, mainRoad=N DE ANZA BLVD, crossRoad=I-280 S, node=443]
Origin [city=Daly City, mainRoad=CA-1 N, crossRoad=I-280 N, node=88]
Origin [city=Daly City, mainRoad=CA-1 N, crossRoad=I-280 N-CA-1 N SPLIT, node=1473]
Origin [city=Daly City, mainRoad=CA-1 S, crossRoad=I-280 S, node=88]
Origin [city=Daly City, mainRoad=CA-1 S, crossRoad=I-280 S-CA-1 S JOIN, node=1473]
Origin [city=Daly City, mainRoad=I-280, crossRoad=CA-1, node=1473]
Origin [city=Daly City, mainRoad=I-280 N, crossRoad=CA-1 N, node=88]
Origin [city=Daly City, mainRoad=I-280 N, crossRoad=I-280 N-CA-1 N SPLIT, node=1473]
Origin [city=Daly City, mainRoad=I-280 S, crossRoad=CA-1 S, node=88]
Origin [city=Daly City, mainRoad=I-280 S, crossRoad=I-280 S-CA-1 S JOIN, node=1473]
Origin [city=Danville, mainRoad=DIABLO RD, crossRoad=I-680, node=1133]
Origin [city=Danville, mainRoad=I-680 N, crossRoad=DIABLO RD, node=1133]
Origin [city=Danville, mainRoad=I-680 S, crossRoad=DIABLO RD, node=1133]
Origin [city=Diablo, mainRoad=DIABLO RD, crossRoad=I-680, node=1133]
Origin [city=Dillon Beach, mainRoad=CA-1, crossRoad=SIR FRANCIS DRAKE BLVD, node=161]
Origin [city=Discovery Bay, mainRoad=CA-4, crossRoad=Byron Hwy, node=1508]
Origin [city=Dixon, mainRoad=DIXON AVE W, crossRoad=I-80, node=1232]
Origin [city=Dixon, mainRoad=I-80 E, crossRoad=DIXON AVE W, node=1232]
Origin [city=Dixon, mainRoad=I-80 W, crossRoad=DIXON AVE W, node=1232]
Origin [city=Dublin, mainRoad=I-580, crossRoad=I-680, node=985]
Origin [city=Dublin, mainRoad=I-580 E, crossRoad=FOOTHILL RD, node=1085]
Origin [city=Dublin, mainRoad=I-580 W, crossRoad=FOOTHILL RD, node=1085]
Origin [city=Duncans Mills, mainRoad=CA-116, crossRoad=MOSCOW RD, node=1395]
Origin [city=Duncans Mills, mainRoad=GRAVENSTEIN HWY, crossRoad=MOSCOW RD, node=1395]
Origin [city=East Palo Alto, mainRoad=UNIVERSITY AVE, crossRoad=US-101, node=202]
Origin [city=East Palo Alto, mainRoad=UNIVERSITY AVE, crossRoad=US-101 N, node=202]
Origin [city=East Palo Alto, mainRoad=UNIVERSITY AVE, crossRoad=US-101 S, node=202]
Origin [city=East Palo Alto, mainRoad=US-101 N, crossRoad=UNIVERSITY AVE, node=202]
Origin [city=East Palo Alto, mainRoad=US-101 S, crossRoad=UNIVERSITY AVE, node=202]
Origin [city=El Cerrito, mainRoad=I-80, crossRoad=POTRERO AVE, node=1254]
Origin [city=El Cerrito, mainRoad=I-80 E, crossRoad=CUTTING BLVD, node=1230]
Origin [city=El Cerrito, mainRoad=I-80 E, crossRoad=POTRERO AVE, node=1254]
Origin [city=El Cerrito, mainRoad=I-80 W, crossRoad=CUTTING BLVD, node=1230]
Origin [city=El Cerrito, mainRoad=I-80 W, crossRoad=POTRERO AVE, node=1254]
Origin [city=El Granada, mainRoad=CA-1, crossRoad=CAPISTRANO RD, node=1598]
Origin [city=El Granada, mainRoad=CA-1 N, crossRoad=CAPISTRANO RD, node=1598]
Origin [city=El Granada, mainRoad=CA-1 S, crossRoad=CAPISTRANO RD, node=1598]
Origin [city=El Sobrante, mainRoad=APPIAN WAY, crossRoad=I-80, node=1181]
Origin [city=Emeryville, mainRoad=I-580 E, crossRoad=POWELL ST, node=1255]
Origin [city=Emeryville, mainRoad=I-580 W, crossRoad=POWELL ST, node=1255]
Origin [city=Emeryville, mainRoad=I-80, crossRoad=POWELL ST, node=1255]
Origin [city=Emeryville, mainRoad=I-80 E, crossRoad=POWELL ST, node=1255]
Origin [city=Emeryville, mainRoad=I-80 W, crossRoad=POWELL ST, node=1255]
Origin [city=Fairfax, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=PACHECO AVE, node=1400]
Origin [city=Fairfield, mainRoad=I-680 N, crossRoad=I-80 E, node=1139]
Origin [city=Fairfield, mainRoad=I-680 N, crossRoad=I-80 W, node=1139]
Origin [city=Fairfield, mainRoad=I-680 S, crossRoad=I-80 E, node=1139]
Origin [city=Fairfield, mainRoad=I-680 S, crossRoad=I-80 W, node=1139]
Origin [city=Fairfield, mainRoad=I-80 E, crossRoad=CA-12 E, node=1200]
Origin [city=Fairfield, mainRoad=I-80 E, crossRoad=I-680 N, node=1139]
Origin [city=Fairfield, mainRoad=I-80 E, crossRoad=I-680 S, node=1139]
Origin [city=Fairfield, mainRoad=I-80 E, crossRoad=N TEXAS ST, node=1248]
Origin [city=Fairfield, mainRoad=I-80 W, crossRoad=CA-12 E, node=1200]
Origin [city=Fairfield, mainRoad=I-80 W, crossRoad=I-680 N, node=1139]
Origin [city=Fairfield, mainRoad=I-80 W, crossRoad=I-680 S, node=1139]
Origin [city=Fairfield, mainRoad=I-80 W, crossRoad=N TEXAS ST, node=1248]
Origin [city=Fairfield, mainRoad=N TEXAS ST, crossRoad=I-80, node=1248]
Origin [city=Forest Knolls, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=TAMAL RD, node=1403]
Origin [city=Forestville, mainRoad=CA-116, crossRoad=MIRABEL RD, node=1398]
Origin [city=Forestville, mainRoad=GRAVENSTEIN HWY, crossRoad=MIRABEL RD, node=1398]
Origin [city=Fort Ross, mainRoad=CA-1, crossRoad=CA-116, node=154]
Origin [city=Foster City, mainRoad=CA-92, crossRoad=FOSTER CITY BLVD, node=797]
Origin [city=Foster City, mainRoad=CA-92 E, crossRoad=FOSTER CITY BLVD, node=797]
Origin [city=Foster City, mainRoad=CA-92 E, crossRoad=SAN MATEO BRIDGE - HIGH RISE, node=807]
Origin [city=Foster City, mainRoad=CA-92 W, crossRoad=FOSTER CITY BLVD, node=797]
Origin [city=Foster City, mainRoad=CA-92 W, crossRoad=SAN MATEO BRIDGE - HIGH RISE, node=807]
Origin [city=Fremont, mainRoad=CA-84 E, crossRoad=DUMBARTON BRIDGE - CAUSEWAY, node=736]
Origin [city=Fremont, mainRoad=CA-84 E, crossRoad=I-880 S, node=759]
Origin [city=Fremont, mainRoad=CA-84 W, crossRoad=DUMBARTON BRIDGE - CAUSEWAY, node=736]
Origin [city=Fremont, mainRoad=CA-84 W, crossRoad=I-880 S, node=759]
Origin [city=Fremont, mainRoad=I-680 N, crossRoad=MISSION BLVD, node=1147]
Origin [city=Fremont, mainRoad=I-680 S, crossRoad=MISSION BLVD, node=1147]
Origin [city=Fremont, mainRoad=I-880, crossRoad=MISSION BLVD, node=1284]
Origin [city=Fremont, mainRoad=I-880 N, crossRoad=CA-84 E, node=759]
Origin [city=Fremont, mainRoad=I-880 N, crossRoad=FREMONT BLVD, node=44]
Origin [city=Fremont, mainRoad=I-880 N, crossRoad=MISSION BLVD, node=1284]
Origin [city=Fremont, mainRoad=I-880 N, crossRoad=MOWRY AVE, node=1285]
Origin [city=Fremont, mainRoad=I-880 S, crossRoad=CA-84 E, node=759]
Origin [city=Fremont, mainRoad=I-880 S, crossRoad=FREMONT BLVD, node=44]
Origin [city=Fremont, mainRoad=I-880 S, crossRoad=MISSION BLVD, node=1284]
Origin [city=Fremont, mainRoad=I-880 S, crossRoad=MOWRY AVE, node=1285]
Origin [city=Fremont, mainRoad=MISSION BLVD, crossRoad=I-680 N, node=1147]
Origin [city=Fremont, mainRoad=MISSION BLVD, crossRoad=I-680 S, node=1147]
Origin [city=Fremont, mainRoad=MISSION BLVD, crossRoad=I-880 N, node=1284]
Origin [city=Fremont, mainRoad=MISSION BLVD, crossRoad=I-880 S, node=1284]
Origin [city=Fulton, mainRoad=FULTON RD, crossRoad=US-101, node=295]
Origin [city=Geyserville, mainRoad=GEYSERVILLE AVE, crossRoad=US-101, node=296]
Origin [city=Geyserville, mainRoad=US-101 N, crossRoad=GEYSERVILLE AVE, node=296]
Origin [city=Geyserville, mainRoad=US-101 S, crossRoad=GEYSERVILLE AVE, node=296]
Origin [city=Gilroy, mainRoad=CA-152, crossRoad=US-101 S, node=764]
Origin [city=Gilroy, mainRoad=US-101, crossRoad=LEAVESLEY RD, node=764]
Origin [city=Gilroy, mainRoad=US-101 N, crossRoad=LEAVESLEY RD, node=764]
Origin [city=Gilroy, mainRoad=US-101 S, crossRoad=LEAVESLEY RD, node=764]
Origin [city=Glen Ellen, mainRoad=CA-12, crossRoad=ARNOLD DR, node=134]
Origin [city=Graton, mainRoad=CA-12, crossRoad=CA-116, node=626]
Origin [city=Greenbrae, mainRoad=US-101, crossRoad=SIR FRANCIS DRAKE BLVD, node=291]
Origin [city=Gualala, mainRoad=CA-1, crossRoad=Mendocino County Line, node=785]
Origin [city=Guerneville, mainRoad=CA-116, crossRoad=River Rd, node=1397]
Origin [city=Guerneville, mainRoad=GRAVENSTEIN HWY, crossRoad=RIVER RD, node=1397]
Origin [city=Half Moon Bay, mainRoad=CA-1, crossRoad=CA-92, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-1 N, crossRoad=CA-92 E, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-1 S, crossRoad=CA-92 E, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-92 E, crossRoad=CA-1 N, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-92 E, crossRoad=CA-1 S, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-92 W, crossRoad=CA-1 N, node=830]
Origin [city=Half Moon Bay, mainRoad=CA-92 W, crossRoad=CA-1 S, node=830]
Origin [city=Hayward, mainRoad=CA-92, crossRoad=I-880, node=800]
Origin [city=Hayward, mainRoad=CA-92 E, crossRoad=CLAWITER RD, node=794]
Origin [city=Hayward, mainRoad=CA-92 E, crossRoad=I-880 N, node=800]
Origin [city=Hayward, mainRoad=CA-92 E, crossRoad=I-880 S, node=800]
Origin [city=Hayward, mainRoad=CA-92 W, crossRoad=CLAWITER RD, node=794]
Origin [city=Hayward, mainRoad=CA-92 W, crossRoad=I-880 N, node=800]
Origin [city=Hayward, mainRoad=CA-92 W, crossRoad=I-880 S, node=800]
Origin [city=Hayward, mainRoad=I-880 N, crossRoad=CA-92 E, node=800]
Origin [city=Hayward, mainRoad=I-880 N, crossRoad=CA-92 W, node=800]
Origin [city=Hayward, mainRoad=I-880 S, crossRoad=CA-92 E, node=800]
Origin [city=Hayward, mainRoad=I-880 S, crossRoad=CA-92 W, node=800]
Origin [city=Healdsburg, mainRoad=MILL ST, crossRoad=US-101, node=205]
Origin [city=Healdsburg, mainRoad=US-101 N, crossRoad=DRY CREEK RD, node=285]
Origin [city=Healdsburg, mainRoad=US-101 N, crossRoad=MILL ST, node=205]
Origin [city=Healdsburg, mainRoad=US-101 N, crossRoad=OLD REDWOOD HWY, node=193]
Origin [city=Healdsburg, mainRoad=US-101 S, crossRoad=DRY CREEK RD, node=285]
Origin [city=Healdsburg, mainRoad=US-101 S, crossRoad=OLD REDWOOD HWY, node=193]
Origin [city=Healdsburg, mainRoad=US-101 S, crossRoad=WESTSIDE RD, node=205]
Origin [city=Hercules, mainRoad=CA-4 E, crossRoad=I-80 E, node=1201]
Origin [city=Hercules, mainRoad=CA-4 E, crossRoad=I-80 W, node=1201]
Origin [city=Hercules, mainRoad=CA-4 W, crossRoad=I-80 E, node=1201]
Origin [city=Hercules, mainRoad=CA-4 W, crossRoad=I-80 W, node=1201]
Origin [city=Hercules, mainRoad=I-80, crossRoad=JOHN MUIR PKY, node=1201]
Origin [city=Hercules, mainRoad=I-80 E, crossRoad=CA-4 E, node=1201]
Origin [city=Hercules, mainRoad=I-80 E, crossRoad=WILLOW AVE, node=1224]
Origin [city=Hercules, mainRoad=I-80 W, crossRoad=CA-4 E, node=1201]
Origin [city=Hercules, mainRoad=I-80 W, crossRoad=WILLOW AVE, node=1224]
Origin [city=Hillsborough, mainRoad=BROADWAY, crossRoad=US-101, node=272]
Origin [city=Ignacio, mainRoad=US-101, crossRoad=CA-37, node=277]
Origin [city=Inverness, mainRoad=CA-1, crossRoad=SIR FRANCIS DRAKE BLVD, node=161]
Origin [city=Jenner, mainRoad=CA-1, crossRoad=CA-116, node=154]
Origin [city=Kensington, mainRoad=I-80, crossRoad=BUCHANAN ST, node=168]
Origin [city=Kentfield, mainRoad=US-101, crossRoad=SIR FRANCIS DRAKE BLVD, node=291]
Origin [city=Kenwood, mainRoad=CA-12, crossRoad=ARNOLD DR, node=134]
Origin [city=Kenwood, mainRoad=CA-12, crossRoad=WARM SPRINGS RD, node=660]
Origin [city=Lafayette, mainRoad=CA-24, crossRoad=HAPPY VALLEY RD, node=688]
Origin [city=Lafayette, mainRoad=CA-24 E, crossRoad=HAPPY VALLEY RD, node=688]
Origin [city=Lafayette, mainRoad=CA-24 W, crossRoad=HAPPY VALLEY RD, node=688]
Origin [city=Lagunitas, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=LAGUNITAS RD, node=1404]
Origin [city=Lagunitas, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=TAMAL RD, node=1404]
Origin [city=Larkspur, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=US-101, node=291]
Origin [city=Larkspur, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=US-101 N, node=291]
Origin [city=Larkspur, mainRoad=SIR FRANCIS DRAKE BLVD, crossRoad=US-101 S, node=291]
Origin [city=Larkspur, mainRoad=US-101 N, crossRoad=SIR FRANCIS DRAKE BLVD, node=291]
Origin [city=Larkspur, mainRoad=US-101 S, crossRoad=SIR FRANCIS DRAKE BLVD, node=291]
Origin [city=Livermore, mainRoad=CA-84, crossRoad=I-580, node=1100]
Origin [city=Livermore, mainRoad=CA-84 E, crossRoad=I-580 E, node=2026]
Origin [city=Livermore, mainRoad=CA-84 E, crossRoad=I-580 W, node=2026]
Origin [city=Livermore, mainRoad=CA-84 W, crossRoad=I-580 E, node=2026]
Origin [city=Livermore, mainRoad=CA-84 W, crossRoad=I-580 W, node=2026]
Origin [city=Livermore, mainRoad=I-580 E, crossRoad=CA-84 E, node=2026]
Origin [city=Livermore, mainRoad=I-580 E, crossRoad=CA-84 W, node=2026]
Origin [city=Livermore, mainRoad=I-580 E, crossRoad=N FLYNN RD, node=1084]
Origin [city=Livermore, mainRoad=I-580 E, crossRoad=N LIVERMORE AVE, node=1100]
Origin [city=Livermore, mainRoad=I-580 E, crossRoad=S VASCO RD, node=372]
Origin [city=Livermore, mainRoad=I-580 W, crossRoad=CA-84 E, node=2026]
Origin [city=Livermore, mainRoad=I-580 W, crossRoad=CA-84 W, node=2026]
Origin [city=Livermore, mainRoad=I-580 W, crossRoad=N FLYNN RD, node=1084]
Origin [city=Livermore, mainRoad=I-580 W, crossRoad=N LIVERMORE AVE, node=1100]
Origin [city=Livermore, mainRoad=I-580 W, crossRoad=N VASCO RD, node=372]
Origin [city=Livermore, mainRoad=N VASCO RD, crossRoad=I-580 W, node=372]
Origin [city=Livermore, mainRoad=S VASCO RD, crossRoad=I-580 E, node=372]
Origin [city=Los Altos, mainRoad=EL MONTE RD, crossRoad=I-280, node=945]
Origin [city=Los Altos Hills, mainRoad=EL MONTE RD, crossRoad=I-280, node=945]
Origin [city=Los Altos Hills, mainRoad=EL MONTE RD, crossRoad=I-280 N, node=945]
Origin [city=Los Altos Hills, mainRoad=EL MONTE RD, crossRoad=I-280 S, node=945]
Origin [city=Los Altos Hills, mainRoad=I-280 N, crossRoad=EL MONTE RD, node=945]
Origin [city=Los Altos Hills, mainRoad=I-280 N, crossRoad=PAGE MILL RD, node=1041]
Origin [city=Los Altos Hills, mainRoad=I-280 S, crossRoad=EL MONTE RD, node=945]
Origin [city=Los Altos Hills, mainRoad=I-280 S, crossRoad=PAGE MILL RD, node=1041]
Origin [city=Los Altos Hills, mainRoad=PAGE MILL RD, crossRoad=I-280 N, node=1041]
Origin [city=Los Altos Hills, mainRoad=PAGE MILL RD, crossRoad=I-280 S, node=1041]
Origin [city=Los Gatos, mainRoad=CA-17, crossRoad=CA-9, node=637]
Origin [city=Los Gatos, mainRoad=CA-17 N, crossRoad=LOS GATOS SARATOGA RD, node=637]
Origin [city=Los Gatos, mainRoad=CA-17 N, crossRoad=S SANTA CRUZ AVE, node=642]
Origin [city=Los Gatos, mainRoad=CA-17 N, crossRoad=SUMMIT RD, node=667]
Origin [city=Los Gatos, mainRoad=CA-17 S, crossRoad=LOS GATOS SARATOGA RD, node=637]
Origin [city=Los Gatos, mainRoad=CA-17 S, crossRoad=S SANTA CRUZ AVE, node=642]
Origin [city=Los Gatos, mainRoad=CA-17 S, crossRoad=SUMMIT RD, node=667]
Origin [city=Los Gatos, mainRoad=CA-9, crossRoad=CA-17 N, node=637]
Origin [city=Los Gatos, mainRoad=CA-9, crossRoad=CA-17 S, node=637]
Origin [city=Marin City, mainRoad=BRIDGEWAY, crossRoad=US-101, node=153]
Origin [city=Marshall, mainRoad=CA-1, crossRoad=MARSHALL-PETALUMA RD, node=156]
Origin [city=Marshall, mainRoad=CA-1 N, crossRoad=MARSHALL-PETALUMA RD, node=156]
Origin [city=Marshall, mainRoad=CA-1 S, crossRoad=MARSHALL-PETALUMA RD, node=156]
Origin [city=Martinez, mainRoad=CA-4 E, crossRoad=I-680 N, node=725]
Origin [city=Martinez, mainRoad=CA-4 E, crossRoad=I-680 S, node=725]
Origin [city=Martinez, mainRoad=CA-4 W, crossRoad=I-680 N, node=725]
Origin [city=Martinez, mainRoad=CA-4 W, crossRoad=I-680 S, node=725]
Origin [city=Martinez, mainRoad=I-680, crossRoad=MARINA VISTA AVE, node=1144]
Origin [city=Martinez, mainRoad=I-680 N, crossRoad=CA-4 E, node=725]
Origin [city=Martinez, mainRoad=I-680 N, crossRoad=CA-4 W, node=725]
Origin [city=Martinez, mainRoad=I-680 N, crossRoad=WATERFRONT RD, node=1144]
Origin [city=Martinez, mainRoad=I-680 S, crossRoad=CA-4 E, node=725]
Origin [city=Martinez, mainRoad=I-680 S, crossRoad=CA-4 W, node=725]
Origin [city=Martinez, mainRoad=I-680 S, crossRoad=MARINA VISTA AVE, node=1144]
Origin [city=Menlo Park, mainRoad=CA-84 E, crossRoad=WILLOW RD, node=763]
Origin [city=Menlo Park, mainRoad=CA-84 W, crossRoad=WILLOW RD, node=763]
Origin [city=Menlo Park, mainRoad=I-280 N, crossRoad=SAND HILL RD, node=1061]
